Index,Force,Moduli,Poisson Ratio
33.000000,1529.100000,5.977049,-0.529082
330.000000,72.191600,1.460036,-1.020302
331.000000,71.622300,1.544076,-1.077745
332.000000,46.090000,0.801534,-0.255589
333.000000,688.958000,8.655862,-0.868496
334.000000,593.494000,7.088501,-0.779909
335.000000,336.461000,3.250812,-0.755337
336.000000,1504.530000,9.525950,-0.664572
337.000000,354.105000,3.142712,-0.816177
338.000000,72.466300,1.425567,-0.675437
339.000000,662.609000,8.153831,-1.001889
34.000000,204.691000,1.648442,-0.561047
340.000000,661.111000,6.822290,-0.973739
341.000000,36.100800,0.560468,-0.478911
342.000000,1227.560000,6.622387,-0.531735
343.000000,144.502000,3.451538,-0.805806
344.000000,239.289000,9.069439,-0.639921
345.000000,158.992000,4.307564,-1.052295
346.000000,324.379000,2.901093,-0.798062
347.000000,309.540000,14.477644,-0.786790
348.000000,97.429500,3.141678,-0.610741
349.000000,315.013000,2.767882,-0.748888
35.000000,282.319000,11.803970,-0.929439
350.000000,74.535900,1.419907,-0.517198
351.000000,759.799000,3.596814,-0.608979
352.000000,100.442000,2.848466,-0.525546
353.000000,67.937400,1.400023,-1.162399
354.000000,321.168000,15.647125,-0.869217
355.000000,100.691000,2.167927,-1.206926
356.000000,156.409000,3.956381,-1.338442
357.000000,59.279500,1.051362,-0.552648
358.000000,35.366900,0.649873,-0.477071
359.000000,272.686000,9.556614,-0.862288
36.000000,1765.930000,7.327466,-0.612795
360.000000,180.538000,5.007722,-0.901449
361.000000,113.220000,0.707390,-0.589646
362.000000,49.420400,0.957310,-0.994193
363.000000,158.376000,4.290054,-0.595225
364.000000,412.391000,4.079074,-0.767902
365.000000,500.599000,2.210360,-0.612459
366.000000,116.036000,2.855081,-0.920649
367.000000,12.157200,0.147380,-0.607590
368.000000,284.254000,2.194176,-0.737041
369.000000,905.770000,12.713363,-0.951015
37.000000,33.455200,0.540478,-0.509353
370.000000,1242.970000,7.312090,-0.499589
371.000000,1180.570000,6.819133,-0.537703
372.000000,25.022800,0.347790,-0.567926
373.000000,26.933600,0.491437,-0.600717
374.000000,171.422000,4.727820,-0.758834
375.000000,410.479000,3.657628,-0.672009
376.000000,319.427000,2.407291,-0.511104
377.000000,1017.000000,14.372027,-0.530205
378.000000,1582.060000,8.471146,-0.520356
379.000000,255.809000,2.045170,-0.478654
38.000000,295.296000,14.507244,-0.873963
380.000000,1628.290000,7.479082,-0.532689
381.000000,63.001000,1.307242,-0.292516
382.000000,163.169000,6.130202,-0.579964
383.000000,45.769900,0.745260,-1.233601
384.000000,293.161000,2.088402,-0.529171
385.000000,16.282600,0.234876,-0.578704
386.000000,1268.320000,7.285873,-0.796911
387.000000,111.472000,3.478466,-0.606938
388.000000,541.492000,5.260154,-0.642855
389.000000,314.484000,12.942320,-1.209979
39.000000,119.883000,2.629901,-0.971003
390.000000,1155.480000,6.343602,-0.833886
391.000000,119.681000,2.605245,-0.604104
392.000000,588.870000,5.630044,-1.132134
393.000000,337.024000,2.833416,-0.686301
394.000000,30.180600,0.449872,-0.766440
395.000000,39.248000,0.599913,-0.830448
396.000000,780.550000,10.804409,-0.902935
397.000000,1269.380000,5.631912,-0.770709
398.000000,757.790000,10.230428,-0.644029
399.000000,296.453000,14.741259,-0.784711
4.000000,295.232000,11.465012,-0.949972
40.000000,596.090000,6.191788,-1.197734
400.000000,434.143000,3.894577,-0.892765
401.000000,937.402000,13.113417,-0.778909
402.000000,308.291000,2.798956,-0.668950
403.000000,39.315600,0.681741,-0.817797
404.000000,95.740700,1.803806,-0.622754
405.000000,661.626000,7.833509,-0.551879
406.000000,223.158000,9.989369,-0.803206
407.000000,20.425400,0.300889,-0.692213
408.000000,203.274000,6.926184,-0.853836
409.000000,18.578300,0.267202,-0.602944
41.000000,67.302400,1.517213,-0.811694
410.000000,547.786000,2.453133,-0.570566
411.000000,131.312000,3.834657,-1.011934
412.000000,295.799000,2.213435,-0.751589
413.000000,88.669000,1.618667,-1.075033
414.000000,176.454000,5.991968,-0.703158
415.000000,322.821000,14.565628,-0.984680
416.000000,477.865000,4.513685,-1.074676
417.000000,53.830400,0.922194,-0.589456
418.000000,248.386000,8.461310,-0.587724
419.000000,35.402800,0.533711,-0.488186
42.000000,91.704900,1.822790,-0.784816
420.000000,67.309600,1.166234,-0.884785
421.000000,62.369400,1.674811,-0.632522
422.000000,471.831000,3.935980,-0.453537
423.000000,375.790000,3.772143,-0.780244
424.000000,166.350000,1.245149,-0.605224
425.000000,577.257000,5.331729,-0.999246
426.000000,89.522400,1.626447,-0.924311
427.000000,142.007000,3.830390,-0.434221
428.000000,69.351500,1.581366,-0.511171
429.000000,638.231000,7.934486,-0.540612
43.000000,28.476000,0.403725,-0.738095
430.000000,134.956000,3.273483,-0.651646
431.000000,117.801000,2.926331,-0.429049
432.000000,492.105000,4.611275,-0.625714
433.000000,145.332000,1.001473,-0.634049
434.000000,87.025400,1.717428,-0.966151
435.000000,38.798300,0.769209,-0.576591
436.000000,240.222000,1.808502,-0.866425
437.000000,18.157300,0.231820,-0.710988
438.000000,1040.420000,4.906895,-0.588461
439.000000,867.350000,10.712293,-0.775478
44.000000,501.492000,4.716480,-0.992023
440.000000,108.068000,3.325895,-0.644838
441.000000,491.839000,4.584319,-0.620000
442.000000,319.159000,14.821425,-0.486780
443.000000,142.323000,3.536250,-1.056715
444.000000,54.712400,0.961626,-0.831929
445.000000,58.026800,1.216702,-0.479730
446.000000,743.181000,9.994337,-0.924794
447.000000,66.613300,1.266139,-0.773721
448.000000,240.849000,10.819880,-0.844998
449.000000,166.005000,5.920632,-0.960594
45.000000,1687.680000,7.198818,-0.947530
450.000000,431.146000,3.626385,-1.154688
451.000000,43.695300,0.731654,-0.771320
452.000000,1722.770000,8.072274,-0.838951
453.000000,39.884100,0.692121,-0.711865
454.000000,775.296000,3.959472,-0.785574
455.000000,20.756100,0.321793,-0.660534
456.000000,372.532000,16.536627,-0.889492
457.000000,166.115000,5.168629,-1.174048
458.000000,539.436000,6.393306,-0.750879
459.000000,50.998200,0.817385,-0.860363
46.000000,487.443000,5.181381,-0.578028
460.000000,72.370800,1.189991,-1.145350
461.000000,1273.370000,6.266939,-0.437993
462.000000,146.294000,5.196363,-0.795316
463.000000,123.505000,3.202016,-0.844171
464.000000,388.586000,3.703989,-0.925364
465.000000,127.906000,2.954684,-1.092631
466.000000,113.251000,3.019619,-0.806506
467.000000,385.105000,3.332627,-0.301150
468.000000,352.021000,2.842105,-0.895967
469.000000,202.576000,6.386808,-0.788061
47.000000,409.085000,3.437129,-0.869772
470.000000,76.886300,1.384483,-0.521363
471.000000,1825.330000,8.843689,-0.801144
472.000000,1081.170000,5.883796,-0.527748
473.000000,75.074000,1.520201,-0.829058
474.000000,14.686900,0.180818,-0.604408
475.000000,520.606000,4.870366,-0.531554
476.000000,443.508000,4.896215,-0.559364
477.000000,643.614000,7.607891,-0.619471
478.000000,199.107000,1.532471,-0.640247
479.000000,44.816200,0.916938,-0.519732
48.000000,38.641000,0.618411,-0.826326
480.000000,304.006000,2.281547,-1.183077
481.000000,162.247000,4.487709,-1.107334
482.000000,1070.740000,5.931358,-0.798815
483.000000,544.725000,4.833019,-0.590232
484.000000,544.553000,6.428857,-0.754101
485.000000,47.356200,0.745757,-1.362961
486.000000,26.545300,0.451608,-0.590873
487.000000,1921.220000,7.960517,-0.503383
488.000000,46.175900,0.992429,-0.496781
489.000000,89.790300,1.837000,-0.510069
49.000000,34.655000,0.620279,-0.183979
490.000000,522.108000,5.004620,-0.670660
491.000000,1318.560000,8.342740,-0.786262
492.000000,95.651000,2.326207,-1.007153
493.000000,124.633000,3.150882,-1.244963
494.000000,77.229400,1.760149,-0.679197
495.000000,116.707000,2.853381,-0.847666
496.000000,71.167700,1.385992,-0.812734
497.000000,173.076000,5.400390,-0.693832
498.000000,50.999700,1.023401,-0.835639
499.000000,462.961000,3.985052,-1.009362
5.000000,235.634000,1.841033,-0.694756
50.000000,130.235000,3.617493,-0.542857
500.000000,27.990400,0.395535,-0.845085
501.000000,42.876200,0.697304,-1.142984
502.000000,49.314800,1.035170,-0.636224
503.000000,31.796800,0.523070,-0.688261
504.000000,74.629000,1.375140,-1.340777
505.000000,281.405000,2.204750,-0.641912
506.000000,639.681000,8.185048,-0.825734
507.000000,451.637000,3.783502,-1.047056
508.000000,88.792100,1.898222,-1.094779
509.000000,62.611500,1.204188,-0.439070
51.000000,804.862000,4.028786,-0.873774
510.000000,807.200000,11.239923,-0.786703
511.000000,151.928000,3.732045,-1.203012
52.000000,1627.480000,8.860858,-0.822154
53.000000,70.475500,1.490160,-1.021500
54.000000,633.405000,7.499072,-1.026991
55.000000,187.945000,1.315226,-0.796918
56.000000,58.295300,1.000848,-1.137889
57.000000,32.753800,0.478968,-0.569789
58.000000,58.162800,0.934062,-1.244645
59.000000,125.812000,2.783914,-0.574068
6.000000,327.626000,2.324585,-0.592968
60.000000,32.263700,0.534228,-0.762237
61.000000,41.719400,0.727513,-0.448744
62.000000,379.727000,3.470150,-0.796065
63.000000,56.588700,1.314045,-0.517591
64.000000,161.548000,5.228074,-0.559111
65.000000,85.226300,2.023187,-0.305993
66.000000,154.590000,4.766369,-0.926816
67.000000,1917.290000,7.786734,-0.522355
68.000000,826.139000,3.630310,-0.827278
69.000000,98.349200,2.455415,-0.869675
7.000000,65.386700,1.434825,-0.621624
70.000000,95.592500,2.675592,-0.875048
71.000000,256.340000,2.027028,-0.454657
72.000000,1576.620000,7.598828,-0.920232
73.000000,82.178600,1.592082,-0.854816
74.000000,812.043000,10.267839,-0.837991
75.000000,198.204000,6.210776,-0.586291
76.000000,52.789600,0.963118,-1.099295
77.000000,183.077000,1.223590,-0.524797
78.000000,420.193000,4.150808,-0.902350
79.000000,41.749600,0.808318,-0.632029
8.000000,189.985000,7.206852,-0.771541
80.000000,54.779800,1.098960,-1.002554
81.000000,49.767000,0.962480,-0.956722
82.000000,79.546400,1.608828,-0.908155
83.000000,355.402000,2.879980,-1.056080
84.000000,215.111000,7.528562,-1.220551
85.000000,1537.180000,6.076020,-0.634704
86.000000,287.091000,2.185442,-0.955831
87.000000,61.556600,1.030517,-1.161070
88.000000,631.411000,6.281294,-0.639463
89.000000,120.098000,3.224283,-0.763018
9.000000,326.515000,2.957829,-0.651525
90.000000,68.148000,1.727593,-0.589013
91.000000,566.368000,6.561271,-0.523825
92.000000,159.195000,4.055751,-0.958952
93.000000,1308.210000,7.897239,-0.956994
94.000000,140.369000,4.059510,-0.964616
95.000000,542.551000,4.885143,-1.066784
96.000000,234.089000,8.712418,-0.620334
97.000000,727.014000,3.590246,-0.866128
98.000000,407.743000,21.984911,-0.765790
99.000000,948.767000,5.225183,-0.943303
